,level_0,index,propertyCode,thumbnail,externalReference,numPhotos,price,propertyType,operation,size,rooms,bathrooms,address,province,municipality,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,superTopHighlight,floor,hasLift,parkingSpace,district,labels,highlight,neighborhood
21,21,21.0,32752859,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/8b/83/92/218478442.jpg,W175,56,275000.0,countryHouse,sale,500.0,10,4,Oliveira do Douro,Viseu,Oliveira,pt,41.0803383,-8.0494249,False,https://www.idealista.pt/imovel/32752859/,45147,"Finca secular blasonada con 14.968 m2 de superficie total ubicada en la parroquia de Oliveira do Douro en Cinfães. Esta propiedad incluye la casa unifamiliar principal con 6 dormitorios, 2 casas individuales T2 y las ruinas de otra casa T2 que alguna vez existió. La Quinta está ubicada entre el valle del río Duero y su afluente el río Bestança, la naturaleza circundante es divina y la tranquilidad y la tranquilidad son características de esta propiedad. Los árboles frutales y el agua con su manantial son elementos integrales de este pequeño paraíso. Perfecto para turismo rural, programa tu visita.",False,renew,False,550.0,"{'typology': 'countryHouse', 'subTypology': 'quinta'}","{'subtitle': 'Oliveira, Cinfães', 'title': 'Quinta en Oliveira do Douro'}",False,False,False,False,False,False,,,,,"[{'name': 'quintasType', 'text': 'Quintas'}]",,
22,22,22.0,32611425,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/36/44/b0/213305173.jpg,125751032-50,9,40000.0,chalet,sale,105.0,3,2,Rua da Banda de Além,Braga,Freitas e Vila Cova,pt,41.5082631,-8.2216521,False,https://www.idealista.pt/imovel/32611425/,48759,"Casa para restaurar ubicada en Freitas, en una zona tranquila. Tienen una parcela de unos 600m2, con excelente exposición al sol. Insertado en plena naturaleza, tiene buen acceso. ¡Programe su visita ahora! Fafe es una ciudad ubicada en el distrito de Braga, Región Norte y subregión de Ave, con una población de 50 mil habitantes. El municipio se subdivide en 25 parroquias y limita al norte con los municipios de Póvoa de Lanhoso y Vieira do Minho, al este con Cabeceiras de Basto y Celorico de Basto, al sur con Felgueiras y al oeste con Guimarães. La hermosa artesanía, la “Arquitectura de los brasileños”, las rutas peatonales, las maravillosas cascadas y los diversos museos que cuentan la historia de la ciudad son el sello de un municipio rico en tradiciones y diversidad cultural.Los espectaculares rallys, la excelente gastronomía, cuyo icono es la ternera asada en horno de leña y los impresionantes paisajes son también algunas de las muchas anclas del turismo en Fafe. La fiesta municipal tiene lugar el 16 de mayo y marca las Ferias Libres.",True,good,False,381.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Freitas e Vila Cova, Fafe', 'title': 'Casa independiente en Rua da Banda de Além'}",False,False,False,False,False,False,,,,,,,
23,23,23.0,32102249,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/15/2d/09/186396327.jpg,W-02PGDL,26,1150000.0,countryHouse,sale,500.0,5,3,Lugar do Souto,Braga,Covelas,pt,41.5861134,-8.3311563,False,https://www.idealista.pt/imovel/32102249/,51584,"Ubicada en un terreno de 45.000 m2, esta propiedad que data de los años 70 es una delicia para quienes quieren vivir rodeados de naturaleza y cerca de la ciudad. A 10 minutos de Braga, esta finca consta de dos casas: la casa principal y la casa del cuidador. Rehabilitada en los años noventa por el arquitecto Nuno Meira, la casa principal consta de tres dormitorios (uno en la planta baja y dos en el primer piso), un comedor, tres salones y un despacho.También dispone de cocina y dos baños, uno en planta baja y otro en primera planta, este con luz directa.La calefacción se realiza con leña junto a la chimenea de una de las habitaciones. La casa de los cuidadores consta de dos dormitorios, un baño, salón, cocina y porche. En el exterior hay un espacio que podría funcionar como sala de juegos y un porche cerrado, excelente para zona de barbacoa. Además de un pequeño almacén exterior, esta propiedad también cuenta con un porche destinado a aparcamiento; de una perrera y un huerto con olivos. Toda la propiedad está monitoreada por cámaras de seguridad, tiene código para ingresar a la casa y portón automático para el acceso. En el terreno también hay una casa que se encuentra en ruinas y una mina que abastece a toda la propiedad.",True,renew,False,2300.0,"{'typology': 'countryHouse', 'subTypology': 'quinta'}","{'subtitle': 'Covelas, Póvoa de Lanhoso', 'title': 'Quinta en Lugar do Souto'}",False,False,False,False,False,False,,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,"[{'name': 'quintasType', 'text': 'Quintas'}]",,
24,24,24.0,32827836,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/dc/69/cb/221303124.jpg,123061222-68,25,175000.0,chalet,sale,174.0,4,2,Rua de Fernão de Magalhães,Braga,Creixomil,pt,41.4316345,-8.3053176,False,https://www.idealista.pt/imovel/32827836/,37756,,False,good,False,1006.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Creixomil, Guimarães', 'title': 'Chalet adosado en Rua de Fernão de Magalhães'}",False,False,False,False,False,False,,,,,,,
25,25,25.0,32428688,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7b/05/3d/219248485.jpg,ZTRE-03762,15,35000.0,flat,sale,73.0,2,1,Rua de Valpaços,Porto,Campanhã,pt,41.1594535,-8.5676166,False,https://www.idealista.pt/imovel/32428688/,860,"Excelente oportunidad de adquirir este apartamento T2 con un área de 58m2 en Campanhã, Porto.Situada en zona urbana con gran proximidad a diversos comercios y servicios.•10 minutos.- desde jardín de infantes •2 min.- escuela básica •3 min.- escuela preparatoria •3 min.- mercado •2 min.– IEFP •5 min.Estádio do Dragão •5 min.Tienda y Spot Alameda •5 min.– Centro de salud Inmueble compuesto por atrio, salón, cocina, lavadero, despensa, dos dormitorios, aseo y plaza de aparcamiento en sótano.Visita también disponible a través de videollamada.Para una mejor identificación del inmueble referirse a la referencia ZTRE-03762.",True,renew,False,479.0,{'typology': 'flat'},"{'subtitle': 'Campanhã, Porto', 'title': 'Piso en Rua de Valpaços'}",True,False,False,False,False,False,,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",São Roque da Lameira,,,
26,26,26.0,32937230,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/55/96/3b/225618953.jpg,CF-195-3244,9,195900.0,flat,sale,85.0,2,2,Guifões,Porto,Custóias - Leça do Balio - Guifões,pt,41.2091467,-8.6645087,False,https://www.idealista.pt/imovel/32937230/,9040,"Residencia Parque Verde | Nuevos apartamentos T2 en Guifões - Matosinhos Tipología T2 | precios desde 195.900,00 € Descripción: Green Park Residence, ubicada en el municipio de Matosinhos, una de las ciudades más reconocidas de Oporto, y también es considerada una ciudad rica en belleza, patrimonio y excelente gastronomía. En esta promoción se utilizarán los materiales más modernos y de excelente calidad para que estos apartamentos se conviertan en la casa de sus sueños.Edificios de líneas modernas y las soluciones arquitectónicas y constructivas más actuales. - Hall de entrada - Cocina amueblada y equipada con campana extractora, horno multifunción, placa de inducción, frigorífico, microondas, lavavajillas y lavadora; - Sala y comedor; - Baños; - Dormitorios; - Cochera; Green Park tiene la ubicación ideal para quienes buscan vivir en un entorno tranquilo, con fácil acceso a una variedad de servicios como hipermercados, farmacias, centros de salud, colegios y transporte público, sin dejar de estar cerca de toda la naturaleza del litoral de la ciudad. .El lugar ideal para brindar gran comodidad en la vida cotidiana. Obra: comienza en el 1er trimestre de 2024 y finaliza en 24 meses. ¡Reserva tu visita con Sílvia Dias! CasaFama Trofa - Honest Planet, Lda.AMI 19598.",False,good,False,2305.0,{'typology': 'flat'},"{'subtitle': 'Custóias - Leça do Balio - Guifões, Matosinhos', 'title': 'Piso'}",True,False,False,False,False,False,,,,Guifões,,,
27,27,27.0,32721838,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/be/2b/6c/218938465.jpg,AMT21175,6,245000.0,flat,sale,120.0,4,1,"Rua do Bonfim, 137",Porto,Bonfim,pt,41.1491973,-8.5972041,True,https://www.idealista.pt/imovel/32721838/,2069,"Si vives en el centro de Oporto, con excelente acceso a la autopista, metro, autobuses, supermercados y todo el apoyo imprescindible para el día a día, esta es la oportunidad que estabas buscando.  Este apartamento T4 para restauración está ubicado en la Avenida Fernão de Magalhães, junto a la famosa Praça Velásquez, a diez minutos a pie del metro, en Campo 24 de Agosto, y tiene en la puerta numerosos autobuses que le llevarán a diferentes puntos de la ciudad.  Dispone de cuatro dormitorios, salón, pequeña cocina, numerosos espacios de almacenamiento, un baño completo y un aseo para invitados. Al fondo encontrará un patio con acceso a todos los condominios; ideal para que los niños jueguen bajo su atención. Está en un segundo piso y tiene ascensor de apoyo. Está localizado en: - 5 minutos de la autopista; - A 5 minutos de VCI; - A 2 minutos de la Plaza Velásquez; - A 10 minutos del Hospital São João; - A 5 minutos del Campo 24 de Agosto (metro); - A 17 minutos del aeropuerto Sá Carneiro; - A 30 minutos del centro de Oporto. El principal objetivo de AUZ es la satisfacción y fidelización de sus clientes.Somos profesionales en este sector y orientamos nuestro trabajo según cinco pautas:   Dedicación: Dedicamos el 100% de nuestro tiempo a esta profesión; Dinamismo: Realizamos un análisis continuo del mercado, downstream y upstream, aplicando las mejores prácticas para la promoción y venta de propiedades; Determinación: Todas las propiedades tienen un comprador potencial y estamos decididos a buscar activamente quienes quieran comprar su propiedad; Disciplina: Somos consistentes y disciplinados en la forma en que realizamos todas las tareas asociadas con cada transacción inmobiliaria; Dinero: Buscamos generar los mejores ingresos para nuestros clientes. .",True,renew,False,2042.0,{'typology': 'flat'},"{'subtitle': 'Bonfim, Porto', 'title': 'Piso en Rua do Bonfim, 137'}",False,False,False,False,False,False,2,False,,Campo 24 de Agosto,,,
28,28,28.0,32865628,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/98/72/3b/222915144.jpg,120781278-62,22,450000.0,studio,sale,180.0,0,2,Bolhão - Santa Catarina,Porto,Cedofeita - Santo Ildefonso - Sé - Miragaia - São Nicolau - Vitória,pt,41.1510124,-8.6066938,False,https://www.idealista.pt/imovel/32865628/,2650,"  ¡Atención inversores! Excelente oportunidad de inversión! Ven a descubrir este magnífico apartamento de 4 dormitorios, ubicado en la Rua de Santa Catarina frente a la Capilla de las Ánimas, en el corazón de Oporto. Se encuentra ubicado en un 3er piso con un área bruta de construcción de 180m2 y un área útil de 153m2. Se vende con proyecto aprobado para conversión en tres departamentos: 2xT0 y 1xT1. Este edificio histórico fue completamente renovado, tanto en el interior como en el exterior, incluyendo la renovación completa de fachadas, frontones, cubierta, infraestructuras hidráulicas, eléctricas y de telecomunicaciones. Ubicada en una de las zonas más turísticas de Oporto, la Rua de Santa Catarina es conocida por sus tiendas emblemáticas y cafés tradicionales.Su ubicación es magnífica. La zona es frecuentada por turistas durante todo el año, lo que hace de este apartamento una excelente oportunidad para inversores que buscan una inversión segura y rentable. Con un proyecto de reforma fácil y rápido se estima una rentabilidad aproximada del 30%, lo que supone una oportunidad única en el mercado inmobiliario actual ¡No dejes pasar esta oportunidad! Invierta ahora en Santa Catarina y rápidamente cosechará los frutos de esta inversión. Contáctenos hoy para obtener más información o para programar su visita al apartamento. Este apartamento se venderá junto con la ref:     ¡Atención inversores! ¡Esta es la oportunidad que estabas buscando! Se vende un magnífico apartamento ubicado en la famosa zona peatonal de Rua de Santa Catarina, en el corazón de Oporto, con proyecto aprobado para convertirlo en tres apartamentos: 2xT0 y 1xT1. Este edificio histórico ha sido completamente renovado, tanto por dentro como por fuera, incluyendo la renovación completa de fachadas, frontones, tejados, infraestructuras hidráulicas, eléctricas y de telecomunicaciones.El resultado es un espacio moderno y funcional, preparado para recibir a futuros propietarios. La ubicación de este apartamento es sencillamente fantástica.Ubicada en una de las zonas más turísticas de Oporto, la Rua de Santa Catarina es conocida por sus tiendas emblemáticas y cafés tradicionales.La zona es frecuentada por turistas durante todo el año, lo que hace de este apartamento una opción segura e inteligente para inversores que buscan una rentabilidad inmejorable. Con un proyecto de reforma rápido y sencillo se estima una rentabilidad aproximada del 30%, lo que supone una oportunidad única en el mercado inmobiliario actual.Esta es una excelente oportunidad para inversores que buscan una inversión segura y rentable. ¡No te pierdas esta oportunidad! Invierta ahora en Santa Catarina y rápidamente cosechará los frutos de esta inversión.Contáctenos hoy para obtener más información o concertar una visita al apartamento. Este apartamento está a la venta junto con:                 ¡Avise a los inversores! ¡C'est l'opportunité que vous cherchiez! Un magnífico apartamento situado.",False,good,False,2500.0,"{'typology': 'flat', 'subTypology': 'studio'}","{'subtitle': 'Bolhão - Santa Catarina, Porto', 'title': 'T0'}",False,False,False,False,False,False,,,,Baixa,,,Bolhão - Santa Catarina
29,29,29.0,32666253,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c7/b5/bc/215375073.jpg,126401038-93,18,240000.0,flat,sale,58.0,2,1,Avenida de Diogo Leite s/n,Porto,Santa Marinha e São Pedro da Afurada,pt,41.137592,-8.6137978,True,https://www.idealista.pt/imovel/32666253/,3962,"Esta propiedad se encuentra actualmente alquilada.   descripción de propiedad Apartamento de 2 dormitorios con balcón con vistas panorámicas sobre el Duero, en el corazón de Cais de Gaia, Vila Nova de Gaia   Ubicación y entorno: Ubicación en Avenida Diogo Leite n.148, en una zona de vivienda multifamiliar. En los alrededores hay una oferta de todo tipo de servicios. Un lugar agradable para pasear a lo largo del río Duero y con una vista fantástica a la otra orilla, al centro histórico de Oporto...¡Hoy, Cais de Gaia es una atracción turística, con varios restaurantes, bares y cafeterías donde pasar momentos de relajación y calidad! – en “visita-puerto”   Edificación (según el Cuaderno de Edificación): “Edificio de propiedad horizontal.Número de pisos del artículo: 4”   Principales características: - ubicado en Cais de Gaia - vistas panorámicas sobre el río Duero, Ribeira y Ponte D.Luis - dos.1er piso (sin ascensor) - 1 frontal (orientación norte) - año de construcción: 1966 - 1 balcón   Apartamento T2: - hall de entrada - Sala común con acceso a un balcón - balcón - cocina - instalación sanitaria con lavabo, inodoro, bidé y ducha - habitación - habitación con acceso al balcón   Otras características y características: - cocina con piso y revestimiento cerámico - instalaciones sanitarias con piso y revestimiento cerámico - area social y habitaciones con piso de ceramica   Puntos de interés: - junto con la restauración y el comercio - junto al río Duero - 170m de un Parque Infantil - 230m del Mercado Municipal - A 250m del Teleférico de Gaia - 350m del Puente Luis I - 550m del Jardín del Morro - 600m de Ribeira do Porto - 700m del Monasterio de Serra do Pilar - 750m del Minipreço - 800m de la Escuela Básica Santa Marinha   Transporte y acceso: - 750m del metro (Estación Jardim do Morro) - A 950m del metro (Estación General Torres) - 950m del tren (Estación.",False,good,False,4138.0,{'typology': 'flat'},"{'subtitle': 'Santa Marinha e São Pedro da Afurada, Vila Nova de Gaia', 'title': 'Piso en Avenida de Diogo Leite s/n'}",False,False,False,False,False,False,,,,Centro Histórico,,,
30,30,30.0,31830509,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4f/af/86/169469735.jpg,CAB042-22,7,95000.0,countryHouse,sale,100.0,0,0,Real - Dume - Semelhe,Braga,Real - Dume - Semelhe,pt,41.5694817,-8.4320949,False,https://www.idealista.pt/imovel/31830509/,47050,"Ruinas más terreno para construcción en venta en Dume. El terreno de 559m2 tiene una ubicación que permite un rápido y fácil acceso al centro de Braga, así como a colegios, zonas comerciales y de ocio. Esta podría ser la oportunidad de construir tu casa, ven a verla.",False,renew,False,950.0,"{'typology': 'countryHouse', 'subTypology': 'countryHouse'}","{'subtitle': 'Real - Dume - Semelhe, Braga', 'title': 'Finca rústica'}",False,False,False,False,False,False,,,,,,,
31,31,31.0,32744023,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3c/7b/0d/218139360.jpg,,22,65000.0,flat,sale,71.0,2,2,Águas Santas,Porto,Águas Santas,pt,41.2062281,-8.5949655,False,https://www.idealista.pt/imovel/32744023/,5264,"Local comercial con 71m2 que la última actividad fue un restaurante por el momento se encuentra en inicio de obra para transformar el espacio en un departamento de dos dormitorios uno con suite, cocina y living tipo open space, dos baños completos, lavandería, aire acondicionado , pequeño patio , con fácil acceso a todos los comercios, transporte La propiedad se vende como está. NOTA; Todavía solo tengo licencia de uso, la licencia de habitabilidad se puede solicitar con la continuación de la obra valor a negociar Ven a conocernos y haz tu propuesta.",False,renew,False,915.0,{'typology': 'flat'},"{'subtitle': 'Águas Santas, Maia', 'title': 'Piso'}",False,False,False,False,False,False,bj,False,,,,,
32,32,32.0,32936585,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f3/73/1b/225597852.jpg,372230236,34,320000.0,chalet,sale,60.0,3,3,Ouro - Condominhas,Porto,Lordelo do Ouro e Massarelos,pt,41.1498907,-8.6532581,False,https://www.idealista.pt/imovel/32936585/,6433,"Chalet de 3 dormitorios con terraza, completamente reformado, equipado y amueblado.Con vistas al río (200 metros), en Lordelo do Ouro. Consta de dos plantas.R/C con cocina y salón abiertos, dormitorio, baño y lavadero con acceso a la terraza.1er piso con 2 suites, armarios empotrados y balcón. En el exterior hay un anexo de unos 10m2 aproximadamente.Cabe destacar que está equipado con placa solar y aire acondicionado. Todo tipo de servicios, transporte y comercio. Superficie bruta de 60 m²; Superficie del terreno 90 m²; ¿Sabías que con ERA puedes comprar una casa usada como si fuera nueva? La Garantía ERA asegura la resolución de reparaciones sorpresa que puedan aparecer hasta 24 meses después de la compra.Esta protección es una ERA exclusiva que agrega valor, es gratuita y si es buena para quien vende, es mejor para quien compra. Además de saber cuánto vale tu vivienda, tenemos una amplia gama de clientes para comprársela.Somos intermediarios de crédito, ayudamos a nuestros clientes a obtener la mejor financiación bancaria de nuestros socios.Nos encargamos de todo el proceso de compra y venta de su casa, sin preocupaciones. Programe su visita ahora. Ven a conocernos. ERA PORTO CAMPANHÃ AV.Fernão Magalhães 1042 4350-155 Oporto AMI 19397.",True,good,False,5333.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Lordelo do Ouro e Massarelos, Porto', 'title': 'Chalet adosado'}",True,False,False,False,False,False,,,,Ouro - Condominhas,,,
33,33,33.0,32944468,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3c/b5/4c/228181745.jpg,HBMR9518V,37,320000.0,chalet,sale,66.0,3,3,Serralves,Porto,Lordelo do Ouro e Massarelos,pt,41.1552005,-8.6529012,False,https://www.idealista.pt/imovel/32944468/,6319,,True,good,False,4848.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Lordelo do Ouro e Massarelos, Porto', 'title': 'Casa independiente'}",False,False,False,False,False,False,,,,Serralves,,,
34,34,34.0,32819487,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1d/53/f7/221011844.jpg,MI_APA_164,13,193900.0,flat,sale,131.1,2,3,Moreira,Porto,Moreira,pt,41.251572,-8.6495744,False,https://www.idealista.pt/imovel/32819487/,11755,,False,good,False,1479.0,{'typology': 'flat'},"{'subtitle': 'Moreira, Maia', 'title': 'Piso'}",True,False,False,False,False,False,,,,,,,
35,35,35.0,32747895,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/58/08/14/227363054.jpg,ST01-703,19,110000.0,chalet,sale,60.0,0,0,Carvalhos - Seixezelo,Porto,Pedroso e Seixezelo,pt,41.0591222,-8.569591,False,https://www.idealista.pt/imovel/32747895/,11313,"Casa para reconstrucción en Vila Nova de Gaia - Pedroso. Casa para reconstrucción con una superficie total de 564,44m², ubicada en la parroquia de Pedroso, municipio de Vila Nova de Gaia. Propiedad insertada en zona de gran afluencia, teniendo todo tipo de servicios y comercio a su alrededor, tales como: Bancos, Colegios, Colegios, Farmacias, Restaurantes y también áreas ajardinadas. Situado a menos de 300m de Bombas de Combustíveis, Intermache, Pingo Doce, Bricô Marche. Vecina del Hospital Veterinario de Gaia. LA VILLA ESTÁ SITUADA EN LA ZONA DE ARU. (ZONA DE REHABILITACIÓN URBANA). Podrá beneficiarse de Rebajas en Pagos de licencias de Ayuntamiento, Tasas y Pago de IVA a razón del 6%. Gran acceso a la nacional 1, IC2 ya pocos minutos de varias vías de acceso importantes. Posibilidad de adquisición conjunta de 4 terrenos ubicados al costado de la casa (levantamiento con DNI: ST01-704), también ubicados en la zona ARU. No deje escapar esta oportunidad única, ideal para inversores, constructores y compradores de a pie. Zona que ha sufrido importantes inversiones en los últimos años. No pierdas esta excelente oportunidad! Compruebe su visita!",False,renew,False,1833.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Pedroso e Seixezelo, Vila Nova de Gaia', 'title': 'Casa independiente'}",True,False,False,False,False,False,,,,Carvalhos - Seixezelo,,,
36,36,36.0,32948940,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/90/cd/96/226105642.jpg,1689,29,320000.0,chalet,sale,90.0,3,3,Ouro - Condominhas,Porto,Lordelo do Ouro e Massarelos,pt,41.1514271,-8.6498898,False,https://www.idealista.pt/imovel/32948940/,6125,,False,good,False,3556.0,{'typology': 'chalet'},"{'subtitle': 'Lordelo do Ouro e Massarelos, Porto', 'title': 'Chalet'}",False,False,False,False,False,False,,,,Ouro - Condominhas,,,
37,37,37.0,32939740,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/8d/9e/ed/225703917.jpg,,41,320000.0,chalet,sale,200.0,3,2,Rua das Condominhas s/n,Porto,Lordelo do Ouro e Massarelos,pt,41.1509891,-8.6504212,True,https://www.idealista.pt/imovel/32939740/,6177,,False,good,False,1600.0,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}","{'subtitle': 'Lordelo do Ouro e Massarelos, Porto', 'title': 'Chalet adosado en Rua das Condominhas s/n'}",False,False,False,False,False,False,,,,Ouro - Condominhas,,,
38,38,38.0,32450166,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d2/1c/35/205812864.jpg,062230036,36,700000.0,chalet,sale,270.0,4,4,Rua Professor Melo Adrião,Porto,Aldoar - Foz do Douro - Nevogilde,pt,41.1728346,-8.668127,False,https://www.idealista.pt/imovel/32450166/,7683,"Se vende casa cerca del parque de la ciudad.Ubicado en una parcela de 435m2, Oficina Tipo T3 +, destaca el espacio exterior al frente, patio y balcón.Propiedad en excelente estado, consta de 3 plantas: Planta sótano con salón con acceso al jardín, un baño con plato de ducha y garaje cerrado; R/c con vestíbulo, cocina, sala común, oficina, aseo para invitados y balcón; 1er piso con tres dormitorios y dos baños completos. ERA Porto Baixa / Centro - Una máquina de vender casas. Somos especialistas en intermediación inmobiliaria en la União de Freguesias do Centro Histórico.En ERA tenemos a tu disposición un departamento dedicado a la intermediación crediticia.Nuestros profesionales, basados ​​en un amplio conocimiento de todos los socios y sus ofertas, consiguen las mejores condiciones y supervisan todo el proceso.",False,good,False,2593.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Aldoar - Foz do Douro - Nevogilde, Porto', 'title': 'Casa independiente en Rua Professor Melo Adrião'}",True,False,False,False,False,False,,,,Parque da Cidade - Vilarinha - António Aroso,,,
39,39,39.0,32324701,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/18/30/e3/208405042.jpg,123761099-69,47,980000.0,chalet,sale,363.0,5,2,Rua Doutor Jaime Magalhães,Viseu,Anreade - São Romão de Aregos,pt,41.1012751,-8.0084872,False,https://www.idealista.pt/imovel/32324701/,48131,"Pequeña finca vinícola en el Duero - Casa T5 / Piscina / Vista al río / Viñedo   Reportaje fotográfico y Videotour próximamente   Propiedad ubicada en el Duero, bañada por el río a sus pies, inserta en una zona predominantemente productora de vino Alvarinho, ubicada en la margen sur del río Duero, a pocos metros de la Marina de Caldas de Aregos, zona termal y turística que posee una de las cuencas más bellas del Duero.   La propiedad tiene 3 artículos matrices, uno rústico y dos urbanos.   Tiene una superficie de terreno de 4837m2 donde se insertan varios árboles frutales donde predomina la viña, un pozo y una casa de 3 plantas y una superficie útil de 250m2.   La casa consta de:   Planta Baja:  Un apartamento  compuesto por dos dormitorios, un baño, una sala de estar de espacio abierto con la cocina, con los dormitorios y la sala de estar con vista al río;   Planta Baja y Planta Alta – Un apartamento que consta de dos plantas que incluye una sala de estar y cocina con buenas áreas y 3 suites con balcones al aire libre que le permiten disfrutar de impresionantes vistas sobre el viñedo y el río.   Ambos apartamentos tienen acceso a una piscina cubierta con una vista infinita sobre el río.   La propiedad dispone de jardín, barbacoa y terraza exterior para disfrutar mejor de los paisajes.    La casa fue reconstruida hace unos años y la propiedad está amurallada, con el viñedo con riego y drenaje automático y un camino asfaltado y cementado que conduce a la casa, bodega y área de lavado.   ¡Los viñedos en terrazas en un terreno de aproximadamente 4090m2 permiten la producción de un magnífico vino Alvarinho!   Con 5.000 cepas, ya cuenta con dos cosechas de vino de las mejores variedades de uva Alvarinho con un 10% de Arinto.   La propiedad cuenta con bodega y un empleado que cuida el viñedo y controla la producción.   Actualmente esta propiedad es una unidad de alojamiento turístico y se puede comprar manteniendo su segmento para alojamiento local o para vivienda propia.   ¡Haz un sueño realidad!   Peso da Régua se encuentra a 19 km del establecimiento, mientras que Lamego está a 28 km.El aeropuerto más cercano es el aeropuerto Francisco Sá Carneiro, a 88 km.    Equipo: jardín Wifi Aire condicionado piscina interior televisión por cable/satélite   Características específicas: pequeña granja Lote de 4837m2.",False,good,False,2700.0,{'typology': 'chalet'},"{'subtitle': 'Anreade - São Romão de Aregos, Resende', 'title': 'Chalet en Rua Doutor Jaime Magalhães'}",False,False,False,False,False,False,,,,,"[{'name': 'luxuryType', 'text': 'Lujo'}]",,
40,40,40.0,32442050,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/be/78/3d/208753442.jpg,IM1131,60,970000.0,chalet,sale,312.0,5,4,Anreade - São Romão de Aregos,Viseu,Anreade - São Romão de Aregos,pt,41.1006649,-7.9888941,False,https://www.idealista.pt/imovel/32442050/,49766,,False,good,False,3109.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Anreade - São Romão de Aregos, Resende', 'title': 'Casa independiente'}",False,False,False,False,False,False,,,,,,,
41,41,41.0,30583474,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cb/b5/56/224562973.jpg,180631,53,360000.0,countryHouse,sale,989.0,6,2,R. da Calva s/n,Braga,Geraz do Minho,pt,41.6079037,-8.2933556,True,https://www.idealista.pt/imovel/30583474/,55095,"Quinta da Calva en venta.Póvoa de Lanhoso, Parroquia de Geraz do Minho. Propiedad con 2 Casas y 2 Cabañas con un área aproximada de 9,747.00m2 Casa del SigloXVIII con Área Total - 924 m2; Casa Del Conserje, Lista Para Habitar, Área Total - 130m2; Propiedad amurallada con muros de piedra; Agua de Mina; tanque en Piedra, Árboles y Frutales; Posibilidad de adquirir terreno al lado de la finca, con una superficie de 28.004,00m², con frondoso bosque de robles y/u otro terreno con bosque de pinos de 8 hectáreas. Gran acceso; Excelente exposición al sol; Fantásticas vistas; ¡Ideal para turismo rural!",False,renew,False,364.0,"{'typology': 'countryHouse', 'subTypology': 'quinta'}","{'subtitle': 'Geraz do Minho, Póvoa de Lanhoso', 'title': 'Quinta en R. da Calva s/n'}",False,False,False,False,False,False,,,,,"[{'name': 'quintasType', 'text': 'Quintas'}]",,
